Quote_ID,Customer_ID,Sales_Rep_ID,Product_ID,Quote_Request_Date,Quote_Sent_Date,Quote_Viewed_Date,Quote_Accepted_Date,Shipment_Booked_Date,Shipment_Completed_Date,Origin_Country,Destination_Country,Route,Transport_Mode,Carrier,Quoted_Amount_USD,Final_Booked_Amount_USD,Lead_Time_Days,Response_Time_Hours,Quote_Status,Drop_Off_Stage,Drop_Off_Reason,Priority_Level,Customer_Segment
1629,1632,3,2,2024-10-11,2024-10-12 23:00:00,2024-10-13 03:00:00,2024-10-13 23:00:00,2024-10-16 23:00:00,,South Africa,Brazil,South Africa -> Brazil ,Air,Maersk,9997.55,9342.00787176277,29,30,Booked,,Route Constraint,Medium,Retail
1630,1888,10,14,2024-11-04,2024-11-06 13:00:00,,,,,India,Brazil,India -> Brazil ,Sea,Cargo Carriers,14163.56,,15,43,Sent,Quote Accepted,Competitor Won,Medium,sme
1631,1115,6,25,2024-06-26,2024-06-26 20:00:00,,,,,South Africa,UK,South Africa -> UK ,Road,PIL,13320.48,,2,11,Sent,Quote Accepted,,Medium,SME
1632,1789,10,15,2024-04-06,2024-04-07 07:00:00,,,,,Netherlands,India,Netherlands -> India ,Sea,FedEx,9438.63,,22,51,Sent,Quote Viewed,,High,Retail
1633,1533,5,20,2024-06-12,2024-06-13 20:00:00,,,,,USA,India,USA -> India ,Road,Qatar,16118.59,,3,6,Sent,Quote Viewed,Competitor Won,Low,Retail
1634,1338,1,19,2024-01-18,2024-01-20 18:00:00,2024-01-22 03:00:00,2024-01-24 07:00:00,,,Germany,Netherlands,Germany -> Netherlands ,Road,Cargo Carriers,14954.96,,7,57,Accepted,Quote Sent,Competitor Won,Medium,sme
1635,1530,6,23,2024-06-11,2024-06-11 19:00:00,,,,,USA,China,USA -> China ,Air,FedEx,18125.88,,22,8,Sent,Quote Viewed,No Feedback,Low,Retail
1636,1203,5,23,2024-12-08,2024-12-09 18:00:00,2024-12-10 10:00:00,2024-12-12 08:00:00,2024-12-17 08:00:00,2025-01-01 08:00:00,USA,Brazil,USA -> Brazil ,Road,Maersk,13654.16,12397.658306520632,5,59,Completed,,Slow Response,Low,Enterprise
1637,1846,3,19,2024-05-15,2024-05-15 20:00:00,,,,,India,Brazil,India -> Brazil ,Road,DHL,0.0,,18,43,Sent,Quote Sent,Documentation Concerns,Low,sme
1638,1301,3,19,2024-02-02,2024-02-03 13:00:00,,,,,South Africa,Brazil,South Africa -> Brazil ,Air,DHL,14848.03,,16,40,Sent,Quote Accepted,No Feedback,Medium,Manufacturing
1639,1352,3,20,2024-08-30,2024-08-31 00:00:00,2024-09-01 04:00:00,,,,USA,South Africa,USA -> South Africa ,Air,Qatar,4480.07,,27,7,Viewed,Quote Viewed,No Feedback,Low,Retail
1640,1989,2,8,2024-11-28,2024-11-30 11:00:00,2024-12-01 18:00:00,,,,Brazil,Germany,Brazil -> Germany ,Sea,Maersk,6296.83,,20,58,Viewed,Quote Sent,Documentation Concerns,Low,Manufacturing
1641,1595,4,9,2024-04-19,2024-04-21 06:00:00,2024-04-22 21:00:00,,,,UK,USA,UK -> USA ,Sea,PIL,14212.21,,1,9,Viewed,Quote Sent,Slow Response,Medium,Retail
1642,1908,2,12,2024-05-26,2024-05-27 14:00:00,,,,,Netherlands,South Africa,Netherlands -> South Africa ,Sea,FedEx,14656.57,,5,53,Sent,Quote Accepted,Slow Response,Low,sme
1643,1035,3,23,2024-02-01,2024-02-03 12:00:00,2024-02-04 10:00:00,,,,South Africa,Brazil,South Africa -> Brazil ,Air,DHL,1574.86,,10,30,Viewed,Quote Sent,Slow Response,High,sme
1644,1360,7,7,2024-08-13,2024-08-13 23:00:00,2024-08-14 04:00:00,,,,UK,Brazil,UK -> Brazil ,Air,MSC,13325.3,,3,59,Viewed,Quote Sent,No Feedback,Low,SME
1645,1882,9,11,2024-09-08,2024-09-10 22:00:00,2024-09-12 09:00:00,,,,China,South Africa,China -> South Africa ,Road,Qatar,8907.73,,12,39,Viewed,Quote Viewed,Competitor Won,Low,Small Business
1646,1628,5,13,2024-02-10,2024-02-12 19:00:00,2024-02-13 04:00:00,2024-02-13 14:00:00,2024-02-15 14:00:00,,UK,Netherlands,UK -> Netherlands ,Road,Cargo Carriers,12095.99,11636.734906938082,18,41,Booked,,No Feedback,High,Manufacturing
1647,1171,10,18,2024-09-29,2024-09-30 13:00:00,,,,,China,Netherlands,China -> Netherlands ,Road,DHL ,3928.19,,24,29,Sent,Quote Sent,Slow Response,Low,sme
1648,1766,8,18,2024-01-09,2024-01-10 03:00:00,,,,,UK,South Africa,UK -> South Africa ,Sea,ONE,9293.1,,18,57,Sent,Quote Accepted,Documentation Concerns,Medium,sme
1649,1494,8,18,2024-08-29,2024-08-29 19:00:00,2024-08-31 19:00:00,,,,UK,China,UK -> China ,Air,Costco,14725.13,,3,65,Viewed,Quote Accepted,Price Too High,Medium,sme
1650,1665,3,15,2024-12-06,2024-12-08 21:00:00,2024-12-10 14:00:00,2024-12-12 11:00:00,,,Brazil,Netherlands,Brazil -> Netherlands ,Sea,Maersk ,5611.64,,11,23,Accepted,Quote Sent,Competitor Won,Low,Small Business
1651,1167,5,2,2024-12-27,2024-12-29 13:00:00,2024-12-30 04:00:00,2024-12-30 21:00:00,2025-01-01 21:00:00,,Brazil,India,Brazil -> India ,Road,ONE,18564.89,17962.46359794424,30,3,Booked,,Route Constraint,Low,Retail
1652,1977,2,12,2024-12-24,2024-12-25 05:00:00,2024-12-26 11:00:00,,,,China,Netherlands,China -> Netherlands ,Road,Qatar,2980.96,,28,72,Viewed,Quote Viewed,Route Constraint,Low,Enterprise
1653,1949,5,24,2024-04-29,2024-05-01 20:00:00,,,,,Brazil,Netherlands,Brazil -> Netherlands ,Road,Qatar,12565.72,,8,36,Sent,Quote Sent,Slow Response,Low,sme
1654,1869,7,6,2024-11-15,2024-11-15 10:00:00,2024-11-16 21:00:00,2024-11-18 16:00:00,,,Brazil,South Africa,Brazil -> South Africa ,Air,Cargo Carriers,9839.65,,11,4,Accepted,Quote Accepted,,Low,Manufacturing
1655,1211,1,3,2024-05-22,2024-05-22 21:00:00,,,,,South Africa,China,South Africa -> China ,Air,Maersk,10275.6,,8,72,Sent,Quote Accepted,No Feedback,High,Manufacturing
1656,1054,6,18,2024-03-01,2024-03-02 07:00:00,2024-03-02 13:00:00,,,,UK,USA,UK -> USA ,Air,Maersk,11341.73,,1,55,Viewed,Quote Sent,Competitor Won,High,sme
1657,1785,8,3,2024-08-22,2024-08-23 12:00:00,2024-08-24 14:00:00,,,,India,China,India -> China ,Sea,Qatar,3456.71,,14,63,Viewed,Quote Accepted,No Feedback,Medium,Enterprise
1658,1026,6,11,2024-12-22,2024-12-23 14:00:00,,,,,India,Germany,India -> Germany ,Road,PIL,11798.57,,13,48,Sent,Quote Sent,No Feedback,Low,Manufacturing
1659,1964,3,23,2024-02-12,2024-02-14 09:00:00,2024-02-15 18:00:00,,,,Brazil,India,Brazil -> India ,Sea,ONE,6438.27,,22,29,Viewed,Quote Viewed,Slow Response,High,Enterprise
1660,1383,8,10,2024-12-08,2024-12-10 20:00:00,2024-12-12 14:00:00,2024-12-14 07:00:00,2024-12-15 07:00:00,,USA,Brazil,USA -> Brazil ,Road,Costco,12953.89,11814.057109965173,7,39,Booked,,Price Too High,Low,sme
1661,1058,4,24,2024-08-30,2024-09-01 02:00:00,2024-09-02 08:00:00,,,,Netherlands,China,Netherlands -> China ,Sea,PIL,10744.93,,30,19,Viewed,Quote Sent,,High,Manufacturing
1662,1370,3,12,2024-05-25,2024-05-26 13:00:00,2024-05-27 04:00:00,2024-05-28 18:00:00,2024-05-29 18:00:00,,South Africa,China,South Africa -> China ,Sea,Cargo Carriers,4344.52,4403.764563733315,23,71,Booked,,Price Too High,Medium,Enterprise
1663,1309,4,9,2024-11-07,2024-11-08 09:00:00,2024-11-09 06:00:00,2024-11-10 21:00:00,2024-11-14 21:00:00,2024-11-16 21:00:00,USA,Brazil,USA -> Brazil ,Road,Emirates,18100.84,17022.49553703618,20,15,Completed,,,Low,Retail
1664,1131,2,25,2024-08-09,2024-08-09 23:00:00,,,,,UK,South Africa,UK -> South Africa ,Air,ONE ,8904.2,,6,31,Sent,Quote Accepted,Price Too High,Low,Manufacturing
1665,1540,2,19,2024-04-14,2024-04-16 17:00:00,2024-04-17 12:00:00,2024-04-19 04:00:00,2024-04-24 04:00:00,2024-04-27 04:00:00,Germany,Brazil,Germany -> Brazil ,Sea,Qatar,10987.21,10680.586898956057,7,72,Completed,,Price Too High,Low,SME
1666,1641,7,16,2024-12-12,2024-12-12 05:00:00,2024-12-12 19:00:00,2024-12-13 20:00:00,2024-12-16 20:00:00,2024-12-30 20:00:00,Netherlands,China,Netherlands -> China ,Air,Costco,9403.1,9800.897808725671,23,56,Completed,,Price Too High,Medium,SME
1667,1908,4,9,2024-01-06,2024-01-07 04:00:00,2024-01-08 11:00:00,2024-01-10 01:00:00,2024-01-11 01:00:00,2024-01-23 01:00:00,China,USA,China -> USA ,Sea,Cargo Carriers,5544.38,5020.786433977165,16,21,Completed,,Price Too High,Medium,Retail
1668,1880,8,5,2024-08-31,2024-09-02 03:00:00,,,,,China,India,China -> India ,Air,MSC,14595.61,,25,20,Sent,Quote Accepted,Slow Response,High,Enterprise
1669,1910,8,1,2024-01-14,2024-01-15 02:00:00,2024-01-16 20:00:00,,,,USA,China,USA -> China ,Air,Cargo Carriers,13394.14,,28,8,Viewed,Quote Sent,Price Too High,Medium,Enterprise
1670,1619,4,23,2024-08-24,2024-08-24 03:00:00,2024-08-25 18:00:00,,,,South Africa,Netherlands,South Africa -> Netherlands ,Air,PIL,18365.95,,15,51,Viewed,Quote Sent,Price Too High,Medium,SME
1671,1818,7,11,2024-12-14,2024-12-15 17:00:00,2024-12-17 01:00:00,2024-12-17 10:00:00,2024-12-20 10:00:00,2024-12-23 10:00:00,UK,USA,UK -> USA ,Road,DHL,5743.3,6181.726250885196,18,28,Completed,,Documentation Concerns,Low,Retail
1672,1332,9,23,2024-04-08,2024-04-08 22:00:00,2024-04-09 20:00:00,,,,China,India,China -> India ,Air,Emirates,11977.63,,11,68,Viewed,Quote Accepted,Competitor Won,Medium,Small Business
1673,1555,9,7,2024-02-27,2024-02-28 04:00:00,2024-02-28 06:00:00,2024-02-29 10:00:00,,,South Africa,Brazil,South Africa -> Brazil ,Road,DHL,17376.7,,29,31,Accepted,Quote Accepted,,Low,sme
1674,1280,9,14,2024-03-15,2024-03-16 07:00:00,2024-03-18 04:00:00,2024-03-19 11:00:00,2024-03-23 11:00:00,,South Africa,Netherlands,South Africa -> Netherlands ,Road,DHL,7917.75,7546.801747541185,13,54,Booked,,Slow Response,Medium,SME
1675,1492,7,2,2024-03-07,2024-03-07 05:00:00,,,,,Netherlands,China,Netherlands -> China ,Air,Costco,9690.0,,10,22,Sent,Quote Sent,No Feedback,High,SME
1676,1913,2,3,2024-05-17,2024-05-18 09:00:00,2024-05-19 14:00:00,,,,Germany,Brazil,Germany -> Brazil ,Sea,FedEx,3142.06,,4,28,Viewed,Quote Viewed,Route Constraint,High,sme
1677,1931,5,6,2024-07-11,2024-07-11 10:00:00,2024-07-13 10:00:00,2024-07-13 13:00:00,,,Brazil,Germany,Brazil -> Germany ,Road,Qatar,7455.92,,8,49,Accepted,Quote Viewed,No Feedback,Medium,sme
1678,1346,10,12,2024-09-12,2024-09-14 10:00:00,2024-09-14 12:00:00,,,,Netherlands,Germany,Netherlands -> Germany ,Road,Qatar,17668.42,,1,41,Viewed,Quote Sent,Slow Response,High,SME
1679,1667,8,24,2024-02-17,2024-02-19 05:00:00,2024-02-19 15:00:00,2024-02-20 20:00:00,2024-02-25 20:00:00,,UK,India,UK -> India ,Air,Qatar,12153.85,11501.805800979695,12,17,Booked,,Documentation Concerns,High,Retail
1680,1193,7,23,2024-06-15,2024-06-17 10:00:00,2024-06-17 12:00:00,2024-06-17 23:00:00,,,UK,Brazil,UK -> Brazil ,Sea,Maersk,18455.71,,27,70,Accepted,Quote Accepted,Documentation Concerns,Medium,Retail
1681,1338,10,11,2024-05-19,2024-05-20 01:00:00,2024-05-21 07:00:00,,,,China,USA,China -> USA ,Road,MSC,14129.52,,6,63,Viewed,Quote Accepted,Competitor Won,Medium,Small Business
1682,1714,6,14,2024-11-09,2024-11-11 02:00:00,,,,,Brazil,Germany,Brazil -> Germany ,Air,DHL,3625.58,,17,61,Sent,Quote Sent,Price Too High,High,Enterprise
1683,1239,6,22,2024-02-04,2024-02-06 10:00:00,2024-02-07 06:00:00,,,,India,South Africa,India -> South Africa ,Air,Qatar,13583.02,,18,41,Viewed,Quote Sent,,High,Enterprise
1684,1013,8,18,2024-05-22,2024-05-24 18:00:00,2024-05-26 16:00:00,,,,USA,UK,USA -> UK ,Air,ONE,19155.45,,20,7,Viewed,Quote Viewed,Documentation Concerns,Low,Small Business
1685,1912,4,11,2024-08-17,2024-08-19 04:00:00,2024-08-20 17:00:00,2024-08-22 08:00:00,2024-08-27 08:00:00,,South Africa,China,South Africa -> China ,Road,Emirates,14278.17,15098.238054729996,29,23,Booked,,,Low,sme
1686,1674,8,19,2024-11-23,2024-11-24 04:00:00,,,,,Germany,UK,Germany -> UK ,Road,MSC,11162.63,,2,46,Sent,Quote Sent,Route Constraint,Medium,Enterprise
1687,1886,8,2,2024-05-20,2024-05-22 11:00:00,2024-05-22 18:00:00,,,,USA,Netherlands,USA -> Netherlands ,Road,FedEx,10835.4,,9,9,Viewed,Quote Sent,Documentation Concerns,High,Enterprise
1688,1083,2,19,2024-10-22,2024-10-22 16:00:00,2024-10-23 00:00:00,,,,USA,Netherlands,USA -> Netherlands ,Road,PIL ,18727.47,,19,49,Viewed,Quote Viewed,Competitor Won,Medium,sme
1689,1572,8,15,2024-06-03,2024-06-05 15:00:00,2024-06-07 13:00:00,,,,Germany,USA,Germany -> USA ,Air,Maersk,10443.79,,18,62,Viewed,Quote Sent,Documentation Concerns,High,Small Business
1690,1563,3,25,2024-05-04,2024-05-04 23:00:00,,,,,USA,Germany,USA -> Germany ,Air,Qatar,2644.38,,19,72,Sent,Quote Sent,No Feedback,Medium,Manufacturing
1691,1314,7,25,2024-07-26,2024-07-28 05:00:00,2024-07-29 09:00:00,2024-07-31 08:00:00,2024-08-02 08:00:00,2024-08-21 08:00:00,Netherlands,India,Netherlands -> India ,Road,FedEx,11850.73,10922.621955068547,23,59,Completed,,Price Too High,High,sme
1692,1426,7,25,2024-12-15,2024-12-17 13:00:00,2024-12-17 16:00:00,2024-12-19 00:00:00,,,India,South Africa,India -> South Africa ,Road,PIL,15757.53,,16,66,Accepted,Quote Accepted,Price Too High,Low,Retail
1693,1885,7,22,2024-04-30,2024-05-01 11:00:00,2024-05-03 02:00:00,,,,Germany,UK,Germany -> UK ,Air,Cargo Carriers,14209.64,,2,39,Viewed,Quote Viewed,,Medium,Manufacturing
1694,1091,10,17,2024-05-17,2024-05-18 20:00:00,,,,,Brazil,Netherlands,Brazil -> Netherlands ,Air,FedEx,3531.4,,19,47,Sent,Quote Viewed,Route Constraint,Medium,Retail
1695,2000,4,2,2024-06-28,2024-06-28 01:00:00,2024-06-28 23:00:00,2024-06-29 16:00:00,,,Germany,China,Germany -> China ,Air,ONE,4532.15,,13,51,Accepted,Quote Accepted,Competitor Won,Medium,sme
1696,1150,3,9,2024-07-09,2024-07-11 09:00:00,2024-07-13 07:00:00,2024-07-13 12:00:00,2024-07-17 12:00:00,2024-07-27 12:00:00,China,UK,China -> UK ,Sea,Qatar,8240.85,8023.449751364437,5,56,Completed,,Competitor Won,Low,Retail
1697,1132,3,18,2024-04-12,2024-04-14 14:00:00,2024-04-15 13:00:00,2024-04-16 16:00:00,2024-04-20 16:00:00,2024-05-05 16:00:00,Netherlands,USA,Netherlands -> USA ,Sea,Qatar,3584.06,3904.0939948563505,17,28,Completed,,Slow Response,Medium,sme
1698,1709,10,10,2024-04-22,2024-04-24 16:00:00,2024-04-26 06:00:00,2024-04-27 09:00:00,2024-04-28 09:00:00,,China,Germany,China -> Germany ,Air,PIL,16388.35,17686.68463563105,7,-1,Booked,,Documentation Concerns,Medium,SME
1699,1661,8,18,2024-05-16,2024-05-17 02:00:00,2024-05-17 10:00:00,2024-05-20 07:00:00,2024-05-25 07:00:00,2024-06-02 07:00:00,South Africa,Germany,South Africa -> Germany ,Road,Maersk,8573.85,8092.2062951958715,4,11,Completed,,No Feedback,Low,Manufacturing
1700,1745,3,4,2024-11-24,2024-11-26 00:00:00,2024-11-27 03:00:00,2024-11-29 05:00:00,,,China,UK,China -> UK ,Sea,DHL,12928.84,,18,46,Accepted,Quote Sent,Route Constraint,Low,Manufacturing
1701,1992,10,14,2024-03-21,2024-03-23 08:00:00,,,,,China,Netherlands,China -> Netherlands ,Road,FedEx,4918.91,,7,58,Sent,Quote Viewed,Documentation Concerns,High,Retail
1702,1522,6,25,2024-10-11,2024-10-12 04:00:00,2024-10-13 10:00:00,2024-10-15 22:00:00,2024-10-20 22:00:00,2024-10-28 22:00:00,Netherlands,China,Netherlands -> China ,Road,Qatar,14174.33,15018.745341009275,25,22,Completed,,Price Too High,Low,Manufacturing
1703,1687,1,13,2024-01-16,2024-01-16 17:00:00,,,,,China,South Africa,China -> South Africa ,Road,DHL,9282.33,,10,68,Sent,Quote Viewed,Route Constraint,Medium,SME
1704,1000,4,17,2024-06-01,2024-06-03 21:00:00,,,,,Netherlands,USA,Netherlands -> USA ,Sea,ONE,11630.76,,28,12,Sent,Quote Viewed,Route Constraint,High,sme
1705,1424,4,20,2024-02-22,2024-02-23 18:00:00,,,,,UK,USA,UK -> USA ,Road,Costco,18243.34,,30,27,Sent,Quote Accepted,Competitor Won,High,sme
1706,1481,1,17,2024-10-11,2024-10-12 21:00:00,,,,,South Africa,Netherlands,South Africa -> Netherlands ,Sea,PIL ,7883.58,,5,48,Sent,Quote Accepted,,High,SME
1707,1399,8,7,2024-12-05,2024-12-05 19:00:00,2024-12-06 09:00:00,,,,UK,Brazil,UK -> Brazil ,Road,ONE,8144.82,,24,22,Viewed,Quote Sent,Competitor Won,Low,Enterprise
1708,1531,7,13,2024-05-17,2024-05-18 04:00:00,2024-05-19 23:00:00,2024-05-22 02:00:00,,,China,India,China -> India ,Road,Maersk,2824.73,,7,2,Accepted,Quote Accepted,Slow Response,Medium,Small Business
1709,1805,10,22,2024-06-04,2024-06-06 10:00:00,2024-06-07 19:00:00,2024-06-09 17:00:00,,,Brazil,UK,Brazil -> UK ,Air,Cargo Carriers,18849.46,,4,56,Accepted,Quote Viewed,Competitor Won,Low,Manufacturing
1710,1505,4,23,2024-12-04,2024-12-05 23:00:00,2024-12-06 22:00:00,2024-12-09 13:00:00,2024-12-11 13:00:00,,South Africa,Netherlands,South Africa -> Netherlands ,Air,FedEx,9271.25,9362.297963766665,2,39,Booked,,Documentation Concerns,Low,Small Business
1711,1453,2,19,2024-03-07,2024-03-09 17:00:00,2024-03-10 18:00:00,2024-03-13 02:00:00,,,Brazil,China,Brazil -> China ,Road,FedEx,11509.39,,15,39,Accepted,Quote Viewed,Slow Response,Medium,Small Business
1712,1245,1,17,2024-01-23,2024-01-25 04:00:00,2024-01-26 20:00:00,,,,Netherlands,Brazil,Netherlands -> Brazil ,Road,Cargo Carriers,1770.96,,13,42,Viewed,Quote Viewed,Route Constraint,Low,Manufacturing
1713,1191,2,22,2024-03-25,2024-03-26 10:00:00,2024-03-27 01:00:00,,,,Brazil,Germany,Brazil -> Germany ,Sea,Qatar ,11039.4,,8,23,Viewed,Quote Accepted,Route Constraint,High,SME
1714,1412,5,15,2024-09-23,2024-09-25 22:00:00,2024-09-26 18:00:00,2024-09-29 00:00:00,,,South Africa,Netherlands,South Africa -> Netherlands ,Sea,DHL,9116.16,,30,8,Accepted,Quote Accepted,Price Too High,Low,Manufacturing
1715,1728,2,21,2024-02-11,2024-02-13 07:00:00,2024-02-14 05:00:00,2024-02-14 11:00:00,2024-02-16 11:00:00,2024-03-07 11:00:00,UK,Brazil,UK -> Brazil ,Road,Maersk ,6947.18,7403.676131178346,4,53,Completed,,Competitor Won,Low,Retail
1716,1527,6,11,2024-04-23,2024-04-24 04:00:00,2024-04-24 13:00:00,,,,UK,Brazil,UK -> Brazil ,Road,Maersk,14587.33,,1,13,Viewed,Quote Sent,No Feedback,Medium,Enterprise
1717,1936,2,20,2024-04-08,2024-04-10 19:00:00,2024-04-11 07:00:00,2024-04-12 21:00:00,2024-04-15 21:00:00,2024-05-01 21:00:00,USA,Brazil,USA -> Brazil ,Sea,Cargo Carriers,2760.21,2803.4892053749372,7,8,Completed,,Route Constraint,Low,Manufacturing
1718,1590,7,18,2024-07-10,2024-07-10 05:00:00,,,,,Brazil,China,Brazil -> China ,Sea,MSC,11936.15,,26,29,Sent,Quote Accepted,Route Constraint,High,Enterprise
1719,1977,6,1,2024-01-04,2024-01-06 21:00:00,2024-01-08 13:00:00,,,,Germany,Brazil,Germany -> Brazil ,Sea,MSC,17163.11,,3,72,Viewed,Quote Sent,No Feedback,High,sme
1720,1053,4,16,2024-03-12,2024-03-12 10:00:00,2024-03-13 23:00:00,,,,Brazil,USA,Brazil -> USA ,Road,MSC,19272.69,,16,34,Viewed,Quote Viewed,Competitor Won,Low,Retail
1721,1807,3,24,2024-06-27,2024-06-29 02:00:00,2024-06-29 19:00:00,,,,China,South Africa,China -> South Africa ,Air,PIL,8589.1,,13,24,Viewed,Quote Accepted,,Medium,SME
1722,1064,9,3,2024-08-07,2024-08-08 17:00:00,,,,,USA,Germany,USA -> Germany ,Air,ONE,3093.18,,23,7,Sent,Quote Accepted,,High,Manufacturing
1723,1835,6,20,2024-11-10,2024-11-11 05:00:00,2024-11-12 04:00:00,2024-11-14 22:00:00,2024-11-18 22:00:00,,Germany,China,Germany -> China ,Sea,FedEx,9154.63,9163.592845523219,20,15,Booked,,,High,SME
1724,1050,4,14,2024-10-25,2024-10-27 02:00:00,2024-10-28 14:00:00,2024-10-28 21:00:00,,,South Africa,Germany,South Africa -> Germany ,Air,FedEx,1585.99,,26,9,Accepted,Quote Viewed,,High,Manufacturing
1725,1718,2,23,2024-10-12,2024-10-12 02:00:00,,,,,South Africa,UK,South Africa -> UK ,Road,DHL,16128.68,,9,6,Sent,Quote Sent,,Low,sme
1726,1696,6,17,2024-05-19,2024-05-21 07:00:00,2024-05-22 00:00:00,,,,South Africa,Brazil,South Africa -> Brazil ,Air,Qatar,17630.35,,23,52,Viewed,Quote Viewed,Competitor Won,Medium,Enterprise
1727,1146,10,22,2024-08-09,2024-08-12 00:00:00,2024-08-13 13:00:00,,,,China,South Africa,China -> South Africa ,Air,Costco,5899.94,,15,36,Viewed,Quote Accepted,Route Constraint,Medium,sme
1728,1098,7,10,2024-06-10,2024-06-11 01:00:00,2024-06-12 07:00:00,,,,UK,India,UK -> India ,Sea,ONE,8420.15,,21,45,Viewed,Quote Viewed,Price Too High,Medium,Small Business
1729,1825,8,13,2024-12-10,2024-12-12 01:00:00,2024-12-13 15:00:00,,,,China,Germany,China -> Germany ,Air,MSC,19355.65,,13,50,Viewed,Quote Sent,,Low,Retail
1730,1646,7,16,2024-07-23,2024-07-25 08:00:00,2024-07-26 23:00:00,2024-07-29 18:00:00,,,Germany,Netherlands,Germany -> Netherlands ,Road,Maersk,16350.36,,12,71,Accepted,Quote Viewed,Slow Response,Medium,Manufacturing
1731,1207,6,5,2024-09-08,2024-09-09 14:00:00,2024-09-10 22:00:00,2024-09-11 15:00:00,2024-09-13 15:00:00,,USA,UK,USA -> UK ,Sea,Qatar,18818.42,16939.166144982897,11,36,Booked,,Documentation Concerns,Low,Retail
1732,1368,4,11,2024-06-07,2024-06-09 02:00:00,2024-06-09 14:00:00,,,,USA,Netherlands,USA -> Netherlands ,Air,MSC,19160.01,,4,-1,Viewed,Quote Accepted,Competitor Won,Medium,Enterprise
1733,1087,3,19,2024-01-09,2024-01-10 19:00:00,2024-01-12 14:00:00,2024-01-13 10:00:00,,,Netherlands,USA,Netherlands -> USA ,Sea,Costco,3410.63,,8,-1,Accepted,Quote Accepted,Price Too High,Medium,Manufacturing
1734,1271,4,22,2024-11-24,2024-11-24 10:00:00,,,,,China,India,China -> India ,Road,DHL,18163.6,,16,63,Sent,Quote Accepted,,Low,sme
1735,1111,1,2,2024-12-18,2024-12-19 15:00:00,2024-12-20 19:00:00,2024-12-23 15:00:00,2024-12-25 15:00:00,2025-01-03 15:00:00,USA,Germany,USA -> Germany ,Road,Cargo Carriers,10349.64,11097.950782355678,6,67,Completed,,Route Constraint,Medium,Enterprise
1736,1427,4,25,2024-09-22,2024-09-24 08:00:00,2024-09-25 08:00:00,,,,India,Netherlands,India -> Netherlands ,Road,Costco,19475.67,,18,45,Viewed,Quote Sent,Slow Response,Low,Enterprise
1737,1119,2,15,2024-11-16,2024-11-16 20:00:00,,,,,South Africa,Germany,South Africa -> Germany ,Road,FedEx,15209.19,,18,42,Sent,Quote Sent,Competitor Won,High,sme
1738,1268,8,13,2024-05-08,2024-05-09 20:00:00,,,,,Netherlands,Brazil,Netherlands -> Brazil ,Sea,Qatar,14988.12,,13,61,Sent,Quote Accepted,Price Too High,Low,sme
1739,1681,3,2,2024-10-03,2024-10-05 22:00:00,,,,,South Africa,Germany,South Africa -> Germany ,Road,DHL,14428.62,,3,58,Sent,Quote Accepted,,High,Manufacturing
1740,1097,1,16,2024-07-18,2024-07-21 00:00:00,,,,,Netherlands,China,Netherlands -> China ,Sea,MSC,8056.94,,9,18,Sent,Quote Sent,Price Too High,Low,SME
1741,1360,8,10,2024-01-08,2024-01-10 02:00:00,2024-01-10 21:00:00,,,,Brazil,USA,Brazil -> USA ,Sea,PIL,12226.74,,20,49,Viewed,Quote Accepted,,Medium,SME
1742,1764,4,21,2024-03-03,2024-03-04 23:00:00,2024-03-06 13:00:00,2024-03-08 23:00:00,2024-03-10 23:00:00,,UK,India,UK -> India ,Sea,PIL,12690.02,12943.199764119678,16,4,Booked,,Competitor Won,Low,Manufacturing
1743,1054,3,4,2024-10-04,2024-10-05 22:00:00,2024-10-07 15:00:00,,,,USA,UK,USA -> UK ,Sea,Cargo Carriers,11082.98,,16,61,Viewed,Quote Accepted,Competitor Won,High,Enterprise
1744,1329,5,18,2024-08-11,2024-08-12 05:00:00,2024-08-13 00:00:00,2024-08-13 06:00:00,,,Netherlands,USA,Netherlands -> USA ,Air,DHL ,3232.97,,15,30,Accepted,Quote Sent,Documentation Concerns,High,Small Business
1745,1470,1,8,2024-09-25,2024-09-26 04:00:00,,,,,India,Germany,India -> Germany ,Sea,Qatar,9736.8,,25,64,Sent,Quote Viewed,Route Constraint,High,SME
1746,1990,3,22,2024-12-10,2024-12-12 10:00:00,,,,,Germany,USA,Germany -> USA ,Road,FedEx,17241.34,,19,20,Sent,Quote Sent,,Low,Enterprise
1747,1202,1,10,2024-10-02,2024-10-02 22:00:00,,,,,South Africa,India,South Africa -> India ,Road,Emirates,9366.91,,27,28,Sent,Quote Viewed,No Feedback,High,Manufacturing
1748,1207,5,21,2024-01-19,2024-01-21 04:00:00,,,,,UK,China,UK -> China ,Sea,PIL,17861.44,,17,30,Sent,Quote Accepted,Competitor Won,Low,Retail
1749,1398,4,15,2024-02-16,2024-02-16 15:00:00,2024-02-17 19:00:00,,,,Brazil,China,Brazil -> China ,Road,MSC,3926.38,,23,16,Viewed,Quote Sent,Competitor Won,Low,Manufacturing
1750,1755,9,21,2024-04-25,2024-04-27 01:00:00,,,,,USA,China,USA -> China ,Road,Emirates,14096.65,,9,45,Sent,Quote Sent,Price Too High,Low,sme
